UF,Cidade,tempmax,tempmin,Mês DPP,Município
SP,Iacanga,"26,19","13,15",6,
SP,Iacanga,"23,43","15,22",7,
SP,Iacanga,28,"16,43",8,
SP,Iacanga,"32,94",19,9,
SP,Iacanga,"34,65","18,33",10,
SP,Iacanga,"32,41","19,13",11,
SP,Iacanga,"31,57","20,67",12,
SP,Iacri,"33,24","20,93",1,
SP,Iacri,"33,28","21,26",2,
SP,Iacri,"34,83","22,74",3,
SP,Iacri,"31,07","20,85",4,
SP,Iacri,"28,39","14,17",5,
SP,Iacri,"26,61","12,09",6,
SP,Iacri,"25,3","13,59",7,
SP,Iacri,"30,63","13,37",8,
SP,Iacri,"31,93","17,7",9,
SP,Iacri,"35,28","20,02",10,
SP,Iacri,"33,24","19,98",11,
SP,Iacri,"32,11","20,94",12,
SP,Iaras,"31,15","19,43",1,
SP,Iaras,"30,74","20,15",2,
SP,Iaras,"33,61","21,72",3,
SP,Iaras,"30,59","20,41",4,
SP,Iaras,"26,59","15,8",5,
SP,Iaras,"24,35","13,56",6,
SP,Iaras,"21,07","13,54",7,
SP,Iaras,"26,81","14,35",8,
SP,Iaras,"29,93","16,52",9,
SP,Iaras,"32,78","16,19",10,
SP,Iaras,"31,54","18,7",11,
SP,Iaras,"31,46","20,74",12,
SP,Ibaté,"28,61","18,8",1,
SP,Ibaté,"29,11","20,09",2,
SP,Ibaté,"31,24","21,3",3,
SP,Ibaté,"28,94","20,19",4,
SP,Ibaté,"26,28","15,02",5,
SP,Ibaté,"24,56","13,87",6,
SP,Ibaté,"22,89","14,33",7,
SP,Ibaté,"26,31","14,98",8,
SP,Ibaté,"31,87","17,28",9,
SP,Ibaté,"32,69","17,46",10,
SP,Ibaté,"31,15","19,26",11,
SP,Ibaté,"30,22","19,02",12,
SP,Ibirá,"30,7","21,74",1,
SP,Ibirá,"32,19","21,94",2,
SP,Ibirá,"33,52","23,13",3,
SP,Ibirá,"31,13","21,96",4,
SP,Ibirá,"29,35","15,91",5,
SP,Ibirá,"27,04","14,96",6,
SP,Ibirá,"27,11","16,65",7,
SP,Ibirá,"30,89","15,7",8,
SP,Ibirá,"34,67","19,91",9,
SP,Ibirá,"34,26","21,39",10,
SP,Ibirá,"32,69","21,15",11,
SP,Ibirá,"30,89","20,69",12,
SP,Ibirarema,"33,67","21,33",1,
SP,Ibirarema,"31,35","21,3",2,
SP,Ibirarema,"34,04","22,48",3,
SP,Ibirarema,"31,31","21,52",4,
SP,Ibirarema,"26,76","16,46",5,
SP,Ibirarema,"25,22","14,17",6,
SP,Ibirarema,"22,63","14,63",7,
SP,Ibirarema,"28,35","13,7",8,
SP,Ibirarema,"30,7","16,35",9,
SP,Ibirarema,"33,19","17,63",10,
SP,Ibirarema,"30,17","19,09",11,
SP,Ibirarema,"30,02","20,7",12,
SP,Ibitinga,"31,28","20,11",1,
SP,Ibitinga,"31,41","21,17",2,
SP,Ibitinga,"33,85","21,67",3,
SP,Ibitinga,"31,74","19,83",4,
SP,Ibitinga,"28,93","14,11",5,
SP,Ibitinga,"26,31","12,72",6,
SP,Ibitinga,"24,19","15,19",7,
SP,Ibitinga,"28,69","15,04",8,
SP,Ibitinga,"33,39","18,59",9,
SP,Ibitinga,"34,69","19,19",10,
SP,Ibitinga,"32,57","20,07",11,
SP,Ibitinga,"31,24","20,43",12,
SP,Ibiúna,"29,78","19,94",1,
SP,Ibiúna,"28,24","20,3",2,
SP,Ibiúna,"30,81","21,72",3,
SP,Ibiúna,"29,13","20,44",4,
SP,Ibiúna,"23,07","15,96",5,
SP,Ibiúna,"20,94","12,72",6,
SP,Ibiúna,"18,5","13,06",7,
SP,Ibiúna,"24,89","13,17",8,
SP,Ibiúna,"27,52","16,8",9,
SP,Ibiúna,"28,09","17,37",10,
SP,Ibiúna,"26,5","18,43",11,
SP,Ibiúna,"28,44","20,31",12,
SP,Icém,"30,85","21,52",1,
SP,Icém,"32,13","21,8",2,
SP,Icém,"33,31","23,35",3,
SP,Icém,"31,24","21,89",4,
SP,Icém,"29,44","16,8",5,
SP,Icém,"27,31","16,13",6,
SP,Icém,"27,59","16,8",7,
SP,Icém,"30,91","16,57",8,
SP,Icém,"34,61","21,43",9,
SP,Icém,"35,7","22,28",10,
SP,Icém,"32,61","21,61",11,
SP,Icém,"31,28","20,94",12,
SP,Iepê,"33,13","20,89",1,
SP,Iepê,"32,63","21,41",2,
SP,Iepê,"34,59","22,74",3,
SP,Iepê,"31,07","20,59",4,
SP,Iepê,"27,72","14,63",5,
SP,Iepê,"26,24","11,61",6,
SP,Iepê,"24,48","13,22",7,
SP,Iepê,"30,26","13,33",8,
SP,Iepê,"31,15","16,72",9,
SP,Iepê,"34,78","19,04",10,
SP,Iepê,"32,91","19,72",11,
SP,Iepê,"31,59","21,02",12,
SP,Igaraçu do Tietê,"31,96","20,91",1,
SP,Igaraçu do Tietê,"31,24","20,91",2,
SP,Igaraçu do Tietê,"34,35","21,96",3,
SP,Igaraçu do Tietê,"31,52","20,59",4,
SP,Igaraçu do Tietê,"27,39","15,83",5,
SP,Igaraçu do Tietê,"24,78","13,19",6,
SP,Igaraçu do Tietê,"21,61","14,13",7,
SP,Igaraçu do Tietê,"27,87","14,81",8,
SP,Igaraçu do Tietê,"32,85","17,69",9,
SP,Igaraçu do Tietê,"34,07","17,63",10,
SP,Igaraçu do Tietê,"32,22","19,13",11,
SP,Igaraçu do Tietê,"32,56","20,63",12,
SP,Igarapava,"28,19","20,26",1,
SP,Igarapava,"30,28","20,67",2,
SP,Igarapava,"30,52","21,59",3,
SP,Igarapava,"29,3","20,37",4,
SP,Igarapava,"28,98","15,72",5,
SP,Igarapava,"27,54","14,24",6,
SP,Igarapava,"28,91","15,78",7,
SP,Igarapava,"31,22","17,52",8,
SP,Igarapava,"33,8","19,96",9,
SP,Igarapava,"32,06","20,87",10,
SP,Igarapava,"29,61","20,07",11,
SP,Igarapava,"29,63","19,91",12,
SP,Igaratá,"28,28","18,24",1,
SP,Igaratá,"28,76","18,76",2,
SP,Igaratá,"30,74","20,04",3,
SP,Igaratá,"28,91","18,63",4,
SP,Igaratá,"23,06","13,37",5,
SP,Igaratá,"20,22","10,63",6,
SP,Igaratá,"17,13","12,3",7,
SP,Igaratá,"24,04","11,02",8,
SP,Igaratá,"27,93","14,96",9,
SP,Igaratá,"28,96","15,61",10,
SP,Igaratá,"27,07","16,85",11,
SP,Igaratá,"27,85","18,54",12,
SP,Iguape,"31,59","21,22",1,
SP,Iguape,"30,39","21,43",2,
SP,Iguape,"30,54","22,81",3,
SP,Iguape,"28,93","22,52",4,
SP,Iguape,"25,09","16,13",5,
SP,Iguape,"23,43","11,89",6,
SP,Iguape,"17,83","14,09",7,
SP,Iguape,22,"13,96",8,
SP,Iguape,"24,3","17,33",9,
SP,Iguape,25,"19,33",10,
SP,Iguape,"26,5","21,5",11,
SP,Iguape,"29,5","22,63",12,
SP,Ilha Comprida,"31,59","21,22",1,
SP,Ilha Comprida,"30,39","21,43",2,
SP,Ilha Comprida,"30,43","22,81",3,
SP,Ilha Comprida,"28,93","22,52",4,
SP,Ilha Comprida,"25,09","16,13",5,
SP,Ilha Comprida,"23,43","11,89",6,
SP,Ilha Comprida,"17,83","14,09",7,
SP,Ilha Comprida,22,"13,96",8,
SP,Ilha Comprida,"24,3","17,33",9,
SP,Ilha Comprida,25,"19,33",10,
SP,Ilha Comprida,"26,5","21,5",11,
SP,Ilha Comprida,"29,5","22,63",12,
SP,Ilha Solteira,"33,17","23,13",1,
SP,Ilha Solteira,"34,06","23,72",2,
SP,Ilha Solteira,"35,44","25,48",3,
SP,Ilha Solteira,"31,37","23,31",4,
SP,Ilha Solteira,"29,85","16,96",5,
SP,Ilha Solteira,"27,67","14,96",6,
SP,Ilha Solteira,"25,13","16,69",7,
SP,Ilha Solteira,"33,09","17,19",8,
SP,Ilha Solteira,"36,46","20,81",9,
SP,Ilha Solteira,"37,56","23,06",10,
SP,Ilha Solteira,"35,17","22,83",11,
SP,Ilha Solteira,"32,33","23,26",12,
SP,Ilhabela,"26,11","24,76",1,
SP,Ilhabela,"27,07","25,76",2,
SP,Ilhabela,"26,85","25,39",3,
SP,Ilhabela,"25,17","23,72",4,
SP,Ilhabela,"22,43","20,89",5,
SP,Ilhabela,"22,44","19,74",6,
SP,Ilhabela,"19,2","17,94",7,
SP,Ilhabela,"20,39","18,72",8,
SP,Ilhabela,"22,15","20,22",9,
SP,Ilhabela,"21,59","20,57",10,
SP,Ilhabela,"22,69","21,56",11,
SP,Ilhabela,"25,3","23,3",12,
SP,Indaiatuba,"30,94","20,59",1,
SP,Indaiatuba,"29,28","20,91",2,
SP,Indaiatuba,"31,93","22,26",3,
SP,Indaiatuba,"30,28","20,3",4,
SP,Indaiatuba,"25,3","15,94",5,
SP,Indaiatuba,"23,46","13,24",6,
SP,Indaiatuba,"21,11","14,31",7,
SP,Indaiatuba,"25,98","14,85",8,
SP,Indaiatuba,"29,98","17,59",9,
SP,Indaiatuba,"31,26","17,65",10,
SP,Indaiatuba,"29,83","19,63",11,
SP,Indaiatuba,"30,5","20,63",12,
SP,Indiaporã,"31,22",21,1,
SP,Indiaporã,"32,39","20,76",2,
SP,Indiaporã,"33,69","22,93",3,
SP,Indiaporã,"31,22","21,93",4,
SP,Indiaporã,"29,83","15,5",5,
SP,Indiaporã,"28,43","15,17",6,
SP,Indiaporã,"27,93","16,59",7,
SP,Indiaporã,"32,65","18,22",8,
SP,Indiaporã,"36,3","20,93",9,
SP,Indiaporã,"35,59","21,43",10,
SP,Indiaporã,"32,8","20,63",11,
SP,Indiaporã,"31,93","20,8",12,
SP,Inúbia Paulista,"33,22","21,8",1,
SP,Inúbia Paulista,"33,59","22,13",2,
SP,Inúbia Paulista,"34,76","23,35",3,
SP,Inúbia Paulista,"31,37","21,83",4,
SP,Inúbia Paulista,"28,7","15,61",5,
SP,Inúbia Paulista,"27,02","13,46",6,
SP,Inúbia Paulista,"25,39","13,7",7,
SP,Inúbia Paulista,"30,93","15,54",8,
SP,Inúbia Paulista,"31,96","18,65",9,
SP,Inúbia Paulista,"35,65","20,24",10,
SP,Inúbia Paulista,"33,56","20,24",11,
SP,Inúbia Paulista,"32,09","21,26",12,
SP,Ipaussu,"33,09","20,96",1,
SP,Ipaussu,"30,85","20,87",2,
SP,Ipaussu,"33,26","21,93",3,
SP,Ipaussu,"30,41","20,81",4,
SP,Ipaussu,"26,3","16,33",5,
SP,Ipaussu,"24,59","14,11",6,
SP,Ipaussu,"21,98","14,35",7,
SP,Ipaussu,"27,81","13,46",8,
SP,Ipaussu,"30,19","16,07",9,
SP,Ipaussu,"32,54","17,43",10,
SP,Ipaussu,"29,7",19,11,
SP,Ipaussu,"29,85","20,59",12,
SP,Iperó,"30,89","19,3",1,
SP,Iperó,"28,35","19,59",2,
SP,Iperó,"31,59","21,48",3,
SP,Iperó,"30,31","20,13",4,
SP,Iperó,"25,63","15,56",5,
SP,Iperó,"23,72","12,98",6,
SP,Iperó,"21,28","14,33",7,
SP,Iperó,"26,19","14,46",8,
SP,Iperó,"30,57","17,41",9,
SP,Iperó,"31,59","17,54",10,
SP,Iperó,"29,96","19,61",11,
SP,Iperó,"30,67","20,65",12,
SP,Ipeúna,"30,35","19,74",1,
SP,Ipeúna,"29,61","20,24",2,
SP,Ipeúna,"31,76","21,33",3,
SP,Ipeúna,"29,7","19,67",4,
SP,Ipeúna,"26,85","14,37",5,
SP,Ipeúna,"24,48","12,33",6,
SP,Ipeúna,"22,37","13,85",7,
SP,Ipeúna,"26,78","13,33",8,
SP,Ipeúna,"32,11","16,41",9,
SP,Ipeúna,"33,06","16,98",10,
SP,Ipeúna,"31,33","18,63",11,
SP,Ipeúna,"30,65","18,74",12,
SP,Ipiguá,"31,2","22,24",1,
SP,Ipiguá,"32,57","22,85",2,
SP,Ipiguá,"33,61","24,13",3,
SP,Ipiguá,"30,96","22,85",4,
SP,Ipiguá,29,"17,44",5,
SP,Ipiguá,"26,94","16,44",6,
SP,Ipiguá,"27,24","17,52",7,
SP,Ipiguá,"30,65","17,44",8,
SP,Ipiguá,"34,63","21,74",9,
SP,Ipiguá,"34,35","22,19",10,
SP,Ipiguá,"32,63","21,57",11,
SP,Ipiguá,"31,24","20,93",12,
SP,Iporanga,"29,56","17,63",1,
SP,Iporanga,"27,24","18,06",2,
SP,Iporanga,"31,04","20,24",3,
SP,Iporanga,"26,83","19,43",4,
SP,Iporanga,"21,61","12,94",5,
SP,Iporanga,"20,67","8,3",6,
SP,Iporanga,"15,15","10,81",7,
SP,Iporanga,"22,8","9,41",8,
SP,Iporanga,"24,39","12,89",9,
SP,Iporanga,"25,56","15,56",10,
SP,Iporanga,"24,3","16,87",11,
SP,Iporanga,"26,59","18,43",12,
SP,Ipuã,"29,57","19,7",1,
SP,Ipuã,"31,11","19,69",2,
SP,Ipuã,"31,39","21,09",3,
SP,Ipuã,"30,02","20,24",4,
SP,Ipuã,"29,52","14,28",5,
SP,Ipuã,"27,98","12,78",6,
SP,Ipuã,"28,94","13,94",7,
SP,Ipuã,"31,83","15,83",8,
SP,Ipuã,"34,56","18,74",9,
SP,Ipuã,"33,13","20,67",10,
SP,Ipuã,"31,11","19,31",11,
SP,Ipuã,"30,48","19,59",12,
SP,Iracemápolis,"31,43","20,52",1,
SP,Iracemápolis,"29,87","20,74",2,
SP,Iracemápolis,"32,3","21,69",3,
SP,Iracemápolis,"30,07","19,72",4,
SP,Iracemápolis,"26,48","14,54",5,
SP,Iracemápolis,"24,22","12,24",6,
SP,Iracemápolis,"21,59",14,7,
SP,Iracemápolis,"26,59","13,28",8,
SP,Iracemápolis,"31,87","16,63",9,
SP,Iracemápolis,"32,54","17,17",10,
SP,Iracemápolis,"30,37","19,37",11,
SP,Iracemápolis,"30,2","20,24",12,
SP,Irapuã,"31,17","21,69",1,
SP,Irapuã,"32,11","22,19",2,
SP,Irapuã,"33,76","23,17",3,
SP,Irapuã,"31,02","21,96",4,
SP,Irapuã,"29,22","16,26",5,
SP,Irapuã,"26,98","15,02",6,
SP,Irapuã,"26,22","16,54",7,
SP,Irapuã,"30,24","15,65",8,
SP,Irapuã,"34,5","19,74",9,
SP,Irapuã,"34,59","20,83",10,
SP,Irapuã,"32,69","21,11",11,
SP,Irapuã,"30,85","20,67",12,
SP,Irapuru,"33,3","22,31",1,
SP,Irapuru,"33,59","22,63",2,
SP,Irapuru,"34,74","23,69",3,
SP,Irapuru,"31,57","22,31",4,
SP,Irapuru,"28,96","16,5",5,
SP,Irapuru,"27,2","14,5",6,
SP,Irapuru,"25,48","14,02",7,
SP,Irapuru,"31,04",17,8,
SP,Irapuru,"32,33","19,35",9,
SP,Irapuru,"35,91","20,56",10,
SP,Irapuru,"33,69","20,5",11,
SP,Irapuru,"32,17","21,41",12,
SP,Itaberá,"31,33","19,09",1,
SP,Itaberá,30,"19,26",2,
SP,Itaberá,"33,72","21,5",3,
SP,Itaberá,"28,09","19,83",4,
SP,Itaberá,"23,31","14,3",5,
SP,Itaberá,"22,02","10,93",6,
SP,Itaberá,"17,96","11,17",7,
SP,Itaberá,"25,09","12,3",8,
SP,Itaberá,"26,63","14,89",9,
SP,Itaberá,"29,33","16,13",10,
SP,Itaberá,"27,63","18,17",11,
SP,Itaberá,"28,46","19,33",12,
SP,Itaí,"30,26","18,98",1,
SP,Itaí,"29,22","19,57",2,
SP,Itaí,"32,61","21,67",3,
SP,Itaí,"28,8","19,91",4,
SP,Itaí,"24,02","14,96",5,
SP,Itaí,"22,17","12,19",6,
SP,Itaí,"18,81","11,7",7,
SP,Itaí,"25,46","12,19",8,
SP,Itaí,"27,72","14,94",9,
SP,Itaí,"30,89","15,96",10,
SP,Itaí,"27,98","18,22",11,
SP,Itaí,"28,46","19,33",12,
SP,Itajobi,"31,04","21,11",1,
SP,Itajobi,"31,8","21,11",2,
SP,Itajobi,"33,44","22,2",3,
SP,Itajobi,"31,28",21,4,
SP,Itajobi,"29,57","14,46",5,
SP,Itajobi,"27,33","13,41",6,
SP,Itajobi,"27,13","15,76",7,
SP,Itajobi,"31,04","13,93",8,
SP,Itajobi,"34,7","17,93",9,
SP,Itajobi,"34,39","20,26",10,
SP,Itajobi,"32,81","20,5",11,
SP,Itajobi,"30,65","20,31",12,
SP,Itaju,"31,37","20,2",1,
SP,Itaju,"31,35","21,26",2,
SP,Itaju,"33,93","21,78",3,
SP,Itaju,"31,8","20,33",4,
SP,Itaju,"28,85","14,76",5,
SP,Itaju,"26,17","13,04",6,
SP,Itaju,"23,13","15,17",7,
SP,Itaju,"27,89","16,2",8,
SP,Itaju,"32,83","18,5",9,
SP,Itaju,"34,61","17,63",10,
SP,Itaju,"32,37","19,13",11,
SP,Itaju,"31,57","20,67",12,
SP,Itanhaém,"28,94","19,78",1,
SP,Itanhaém,"28,13","20,3",2,
SP,Itanhaém,"30,31","21,59",3,
SP,Itanhaém,"28,44","20,52",4,
SP,Itanhaém,"22,31","15,85",5,
SP,Itanhaém,"21,13","12,37",6,
SP,Itanhaém,"17,52","12,28",7,
SP,Itanhaém,"22,93","12,57",8,
SP,Itanhaém,"25,57","16,44",9,
SP,Itanhaém,"26,19","16,96",10,
SP,Itanhaém,"25,5","17,46",11,
SP,Itanhaém,"28,11","20,13",12,
SP,Itaóca,"29,65","17,81",1,
SP,Itaóca,"27,37","18,2",2,
SP,Itaóca,"31,22","20,22",3,
SP,Itaóca,"26,85","19,31",4,
SP,Itaóca,"21,78","13,15",5,
SP,Itaóca,"20,74","8,72",6,
SP,Itaóca,"15,26","10,96",7,
SP,Itaóca,"23,04","9,83",8,
SP,Itaóca,"24,65","13,11",9,
SP,Itaóca,"26,02","15,59",10,
SP,Itaóca,"24,67","17,07",11,
SP,Itaóca,"26,76","18,61",12,
SP,Itapecerica da Serra,"28,65","19,87",1,
SP,Itapecerica da Serra,"27,98","20,37",2,
SP,Itapecerica da Serra,"30,46","21,65",3,
SP,Itapecerica da Serra,"28,83","20,52",4,
SP,Itapecerica da Serra,"22,33","15,8",5,
SP,Itapecerica da Serra,"20,11","12,3",6,
SP,Itapecerica da Serra,"17,76","12,26",7,
SP,Itapecerica da Serra,"24,76","12,74",8,
SP,Itapecerica da Serra,"26,7","16,54",9,
SP,Itapecerica da Serra,"27,2","17,02",10,
SP,Itapecerica da Serra,"25,7","17,56",11,
SP,Itapecerica da Serra,"28,11","20,13",12,
SP,Itapetininga,"30,93","19,17",1,
SP,Itapetininga,"28,3","19,46",2,
SP,Itapetininga,"31,39","21,5",3,
SP,Itapetininga,"29,22","20,35",4,
SP,Itapetininga,"24,04","14,19",5,
SP,Itapetininga,"22,94","10,94",6,
SP,Itapetininga,"17,91","12,17",7,
SP,Itapetininga,"24,94","12,2",8,
SP,Itapetininga,"28,76","14,98",9,
SP,Itapetininga,"30,69","16,26",10,
SP,Itapetininga,"28,61","17,91",11,
SP,Itapetininga,"28,87","19,87",12,
SP,Itapevi,"28,61","19,67",1,
SP,Itapevi,28,"20,09",2,
SP,Itapevi,"30,52","21,5",3,
SP,Itapevi,"28,93","20,46",4,
SP,Itapevi,"22,35","15,74",5,
SP,Itapevi,"20,15","12,15",6,
SP,Itapevi,"17,54","12,35",7,
SP,Itapevi,"24,44","12,37",8,
SP,Itapevi,"26,72","16,35",9,
SP,Itapevi,"27,3","17,04",10,
SP,Itapevi,"25,87","17,76",11,
SP,Itapevi,"28,28","20,28",12,
SP,Itapira,"31,13","19,96",1,
SP,Itapira,29,"20,3",2,
SP,Itapira,"32,06","20,56",3,
SP,Itapira,"30,2","18,48",4,
SP,Itapira,"27,76","12,17",5,
SP,Itapira,"25,22","11,04",6,
SP,Itapira,"23,43","12,59",7,
SP,Itapira,"27,74","11,26",8,
SP,Itapira,"33,28","15,54",9,
SP,Itapira,"33,57","17,07",10,
SP,Itapira,"31,41","18,81",11,
SP,Itapira,"30,56",20,12,
SP,Itapirapuã Paulista,"31,33","19,09",1,
SP,Itapirapuã Paulista,"29,22","19,26",2,
SP,Itapirapuã Paulista,"32,8","20,52",3,
SP,Itapirapuã Paulista,"27,17","18,69",4,
SP,Itapirapuã Paulista,"22,96","14,13",5,
SP,Itapirapuã Paulista,"21,67","10,93",6,
SP,Itapirapuã Paulista,"17,96","10,76",7,
SP,Itapirapuã Paulista,"25,09","11,89",8,
SP,Itapirapuã Paulista,"26,63","14,28",9,
SP,Itapirapuã Paulista,"29,33","15,52",10,
SP,Itapirapuã Paulista,"27,63",18,11,
SP,Itapirapuã Paulista,"28,46","19,17",12,
SP,Itápolis,"30,98","20,31",1,
SP,Itápolis,"31,46","20,96",2,
SP,Itápolis,"33,09","22,04",3,
SP,Itápolis,"31,06","20,11",4,
SP,Itápolis,"29,28","13,44",5,
SP,Itápolis,"27,04","12,5",6,
SP,Itápolis,"26,89","14,93",7,
SP,Itápolis,"30,69","13,07",8,
SP,Itápolis,"34,76","17,13",9,
SP,Itápolis,"34,26","19,78",10,
SP,Itápolis,"32,07","20,15",11,
SP,Itápolis,"30,39","20,15",12,
SP,Itapuí,"32,07","20,74",1,
SP,Itapuí,"31,26","21,37",2,
SP,Itapuí,"34,13","21,96",3,
SP,Itapuí,"31,57","20,43",4,
SP,Itapuí,"28,2","15,48",5,
SP,Itapuí,"25,65","13,44",6,
SP,Itapuí,"22,83","14,98",7,
SP,Itapuí,"27,89","16,06",8,
SP,Itapuí,"32,8","18,39",9,
SP,Itapuí,"34,48","17,63",10,
SP,Itapuí,"32,31","19,13",11,
SP,Itapuí,"31,63","20,67",12,
SP,Itapura,"33,17","23,13",1,
SP,Itapura,"34,33","23,72",2,
SP,Itapura,"35,61","25,46",3,
SP,Itapura,"31,85","23,22",4,
SP,Itapura,"30,17","16,85",5,
SP,Itapura,"27,67","14,96",6,
SP,Itapura,"25,13","16,39",7,
SP,Itapura,"33,09","16,89",8,
SP,Itapura,"36,46","20,52",9,
SP,Itapura,"37,81","22,69",10,
SP,Itapura,"35,17","22,83",11,
SP,Itapura,"32,46","23,26",12,
SP,Itaquaquecetuba,"29,33","19,67",1,
SP,Itaquaquecetuba,"29,04","19,5",2,
SP,Itaquaquecetuba,"31,3","21,11",3,
SP,Itaquaquecetuba,"29,35","19,78",4,
SP,Itaquaquecetuba,"22,85","14,89",5,
SP,Itaquaquecetuba,"20,83","11,28",6,
SP,Itaquaquecetuba,"17,59","12,59",7,
SP,Itaquaquecetuba,"24,3","11,91",8,
SP,Itaquaquecetuba,"27,31","16,11",9,
SP,Itaquaquecetuba,"28,81","17,3",10,
SP,Itaquaquecetuba,"27,24","18,54",11,
SP,Itaquaquecetuba,"29,06","20,31",12,
SP,Itararé,"31,33","19,09",1,
SP,Itararé,"29,76","19,26",2,
SP,Itararé,"33,81","21,19",3,
SP,Itararé,"28,19","19,52",4,
SP,Itararé,"23,15","14,3",5,
SP,Itararé,"21,85","10,93",6,
SP,Itararé,"17,96","11,17",7,
SP,Itararé,"25,09","12,3",8,
SP,Itararé,"26,63","14,89",9,
SP,Itararé,"29,33","16,13",10,
SP,Itararé,"27,63","18,17",11,
SP,Itararé,"28,46","19,33",12,
SP,Itariri,"31,59","21,22",1,
SP,Itariri,"30,39","21,43",2,
SP,Itariri,"30,85","22,15",3,
SP,Itariri,"29,35","21,85",4,
SP,Itariri,"25,09","16,13",5,
SP,Itariri,"23,43","11,89",6,
SP,Itariri,"17,63","13,61",7,
SP,Itariri,"21,96","13,85",8,
SP,Itariri,"24,3","17,33",9,
SP,Itariri,25,"19,33",10,
SP,Itariri,"26,5","21,19",11,
SP,Itariri,"29,5","22,31",12,
SP,Itatiba,"30,54","20,46",1,
SP,Itatiba,"29,22","20,74",2,
SP,Itatiba,"31,44","22,09",3,
SP,Itatiba,"29,7","20,3",4,
SP,Itatiba,"24,67","15,78",5,
SP,Itatiba,"22,52","13,04",6,
SP,Itatiba,"19,87","13,98",7,
SP,Itatiba,"25,56","14,37",8,
SP,Itatiba,"29,3","17,39",9,
SP,Itatiba,"30,44","17,59",10,
SP,Itatiba,"28,8","19,26",11,
SP,Itatiba,"29,39","20,46",12,
SP,Itatinga,"30,15","19,37",1,
SP,Itatinga,"29,35","19,87",2,
SP,Itatinga,"32,3","21,54",3,
SP,Itatinga,"29,26","20,07",4,
SP,Itatinga,"25,17","15,46",5,
SP,Itatinga,"22,94","12,57",6,
SP,Itatinga,"19,43","12,48",7,
SP,Itatinga,"25,94","13,35",8,
SP,Itatinga,"28,57","15,44",9,
SP,Itatinga,"31,87","16,15",10,
SP,Itatinga,"31,41","18,72",11,
SP,Itatinga,"32,59","20,63",12,
SP,Itirapina,"29,44","19,28",1,
SP,Itirapina,"29,44","20,2",2,
SP,Itirapina,"31,59","21,22",3,
SP,Itirapina,"29,5","19,93",4,
SP,Itirapina,"26,67","14,87",5,
SP,Itirapina,"24,48",13,6,
SP,Itirapina,"22,56","14,06",7,
SP,Itirapina,"26,65","14,31",8,
SP,Itirapina,"32,19","16,78",9,
SP,Itirapina,"32,98","17,33",10,
SP,Itirapina,"31,52","19,04",11,
SP,Itirapina,"30,85","19,19",12,
SP,Itirapuã,"27,22","19,94",1,
SP,Itirapuã,"30,83","20,87",2,
SP,Itirapuã,"31,67","22,63",3,
SP,Itirapuã,"29,26","21,19",4,
SP,Itirapuã,"27,39","16,26",5,
SP,Itirapuã,"25,54","14,06",6,
SP,Itirapuã,"27,46","13,74",7,
SP,Itirapuã,"30,76","14,87",8,
SP,Itirapuã,"33,85","19,24",9,
SP,Itirapuã,"32,44","21,13",10,
SP,Itirapuã,"30,33","19,98",11,
SP,Itirapuã,"29,85","19,22",12,
SP,Itobi,"29,52","20,31",1,
SP,Itobi,"29,41","21,02",2,
SP,Itobi,"31,69","21,93",3,
SP,Itobi,"29,74","20,46",4,
SP,Itobi,27,"13,57",5,
SP,Itobi,"24,65","10,37",6,
SP,Itobi,"23,57","14,67",7,
SP,Itobi,27,"14,72",8,
SP,Itobi,"32,37","14,96",9,
SP,Itobi,"31,89","17,44",10,
SP,Itobi,"30,07","18,8",11,
SP,Itobi,"29,24","19,35",12,
SP,Itu,"30,74","20,24",1,
SP,Itu,"28,76","20,46",2,
SP,Itu,"31,33","21,94",3,
SP,Itu,"29,7","20,3",4,
SP,Itu,"24,94","15,98",5,
SP,Itu,"23,11","13,33",6,
SP,Itu,"20,3","14,15",7,
SP,Itu,"25,81","14,87",8,
SP,Itu,"29,69","17,63",9,
SP,Itu,"30,85","17,61",10,
SP,Itu,"28,96","19,35",11,
SP,Itu,"29,72","20,48",12,
SP,Itupeva,"30,89","20,67",1,
SP,Itupeva,"29,26","20,98",2,
SP,Itupeva,"31,69","22,3",3,
SP,Itupeva,"29,98","20,31",4,
SP,Itupeva,"25,2",16,5,
SP,Itupeva,"23,41","13,33",6,
SP,Itupeva,"20,87","14,19",7,
SP,Itupeva,"25,93","14,94",8,
SP,Itupeva,"29,89","17,65",9,
SP,Itupeva,"31,17","17,65",10,
SP,Itupeva,"29,61","19,48",11,
SP,Itupeva,"30,31","20,54",12,
SP,Ituverava,"29,93","19,15",1,
SP,Ituverava,"31,26","19,3",2,
SP,Ituverava,"31,13","20,54",3,
SP,Ituverava,"30,15","19,57",4,
SP,Ituverava,"30,07","13,19",5,
SP,Ituverava,"28,72","11,22",6,
SP,Ituverava,"29,57","12,35",7,
SP,Ituverava,"32,41","14,67",8,
SP,Ituverava,"34,93","17,8",9,
SP,Ituverava,"33,41","20,35",10,
SP,Ituverava,"31,41","18,59",11,
SP,Ituverava,"30,93","19,26",12,
SP,Jaboticabal,"30,07","20,37",1,
SP,Jaboticabal,"32,04","20,33",2,
SP,Jaboticabal,"33,5","21,76",3,
SP,Jaboticabal,"31,72","20,7",4,
SP,Jaboticabal,"29,39","14,04",5,
SP,Jaboticabal,"26,87","12,83",6,
