UF,Cidade,tempmax,tempmin,Mês DPP,Município
GO,Vila Propício,"29,96","20,93",1,
GO,Vila Propício,"32,26","20,46",2,
GO,Vila Propício,"31,72","20,78",3,
GO,Vila Propício,"30,69","20,91",4,
GO,Vila Propício,"31,96","20,26",5,
GO,Vila Propício,"31,09","16,39",6,
GO,Vila Propício,"31,26","15,54",7,
GO,Vila Propício,"32,67","18,52",8,
GO,Vila Propício,"34,5","21,46",9,
GO,Vila Propício,"29,33","20,96",10,
GO,Vila Propício,"28,33","20,43",11,
GO,Vila Propício,"30,83","20,59",12,
MA,Açailândia,"32,96","23,96",1,
MA,Açailândia,"32,24","23,69",2,
MA,Açailândia,"31,02","22,89",3,
MA,Açailândia,"29,91","23,06",4,
MA,Açailândia,"32,24","23,65",5,
MA,Açailândia,"34,85","22,52",6,
MA,Açailândia,"35,72","20,43",7,
MA,Açailândia,"36,67","20,26",8,
MA,Açailândia,"36,83","21,93",9,
MA,Açailândia,"34,65","24,06",10,
MA,Açailândia,"34,06","24,35",11,
MA,Açailândia,"33,37","23,67",12,
MA,Afonso Cunha,"33,11","24,11",1,
MA,Afonso Cunha,"32,09","23,31",2,
MA,Afonso Cunha,"30,17","23,69",3,
MA,Afonso Cunha,"30,78","23,76",4,
MA,Afonso Cunha,32,"24,22",5,
MA,Afonso Cunha,"32,37","23,85",6,
MA,Afonso Cunha,"33,19","22,65",7,
MA,Afonso Cunha,"34,07","21,44",8,
MA,Afonso Cunha,"35,43","22,67",9,
MA,Afonso Cunha,"36,56","24,26",10,
MA,Afonso Cunha,"37,48","23,59",11,
MA,Afonso Cunha,"35,81","23,93",12,
MA,Água Doce do Maranhão,"32,67","26,46",1,
MA,Água Doce do Maranhão,"31,67","26,28",2,
MA,Água Doce do Maranhão,"30,98","25,61",3,
MA,Água Doce do Maranhão,"31,98","26,11",4,
MA,Água Doce do Maranhão,"31,56","25,52",5,
MA,Água Doce do Maranhão,"32,13","22,76",6,
MA,Água Doce do Maranhão,"32,89","21,72",7,
MA,Água Doce do Maranhão,"33,56","21,93",8,
MA,Água Doce do Maranhão,"33,2","23,46",9,
MA,Água Doce do Maranhão,"32,2","24,59",10,
MA,Água Doce do Maranhão,"32,65","24,17",11,
MA,Água Doce do Maranhão,"32,67","25,81",12,
MA,Alcântara,"30,22","25,19",1,
MA,Alcântara,"30,26","24,74",2,
MA,Alcântara,"29,76",24,3,
MA,Alcântara,"28,94","23,83",4,
MA,Alcântara,"28,65","23,89",5,
MA,Alcântara,"30,35","24,41",6,
MA,Alcântara,"31,26","24,5",7,
MA,Alcântara,"32,65","24,72",8,
MA,Alcântara,"32,35","25,44",9,
MA,Alcântara,"31,09","25,98",10,
MA,Alcântara,"31,56",26,11,
MA,Alcântara,"32,07","26,28",12,
MA,Aldeias Altas,"33,56","23,46",1,
MA,Aldeias Altas,"32,13","23,09",2,
MA,Aldeias Altas,"30,3","23,76",3,
MA,Aldeias Altas,"30,8","22,43",4,
MA,Aldeias Altas,"32,52",23,5,
MA,Aldeias Altas,"33,02","22,33",6,
MA,Aldeias Altas,"33,46","19,63",7,
MA,Aldeias Altas,"34,39","18,96",8,
MA,Aldeias Altas,"35,3","20,59",9,
MA,Aldeias Altas,"36,17","23,13",10,
MA,Aldeias Altas,"37,3","22,43",11,
MA,Aldeias Altas,"35,83","22,8",12,
MA,Altamira do Maranhão,"33,72","24,09",1,
MA,Altamira do Maranhão,"32,02","23,89",2,
MA,Altamira do Maranhão,"29,89","23,72",3,
MA,Altamira do Maranhão,"30,76","24,09",4,
MA,Altamira do Maranhão,"32,17",25,5,
MA,Altamira do Maranhão,"33,17","24,09",6,
MA,Altamira do Maranhão,34,"21,76",7,
MA,Altamira do Maranhão,"34,67","22,17",8,
MA,Altamira do Maranhão,"35,93","22,8",9,
MA,Altamira do Maranhão,"35,76","25,13",10,
MA,Altamira do Maranhão,"36,76","25,76",11,
MA,Altamira do Maranhão,"34,83","24,8",12,
MA,Alto Alegre do Maranhão,"33,72","24,09",1,
MA,Alto Alegre do Maranhão,"31,89","23,89",2,
MA,Alto Alegre do Maranhão,"29,76","23,93",3,
MA,Alto Alegre do Maranhão,"30,63","24,3",4,
MA,Alto Alegre do Maranhão,"32,17",25,5,
MA,Alto Alegre do Maranhão,"33,17","24,09",6,
MA,Alto Alegre do Maranhão,34,"22,15",7,
MA,Alto Alegre do Maranhão,"34,67","22,56",8,
MA,Alto Alegre do Maranhão,"35,93","22,8",9,
MA,Alto Alegre do Maranhão,"35,76","25,13",10,
MA,Alto Alegre do Maranhão,"36,76","25,76",11,
MA,Alto Alegre do Maranhão,"34,83","24,8",12,
MA,Alto Alegre do Pindaré,"33,04","23,81",1,
MA,Alto Alegre do Pindaré,"31,3","23,78",2,
MA,Alto Alegre do Pindaré,"30,56","23,87",3,
MA,Alto Alegre do Pindaré,"29,56","23,76",4,
MA,Alto Alegre do Pindaré,"30,91","24,43",5,
MA,Alto Alegre do Pindaré,"32,54","23,93",6,
MA,Alto Alegre do Pindaré,"33,48","22,2",7,
MA,Alto Alegre do Pindaré,"34,8","22,15",8,
MA,Alto Alegre do Pindaré,"35,89","23,17",9,
MA,Alto Alegre do Pindaré,"35,07","24,46",10,
MA,Alto Alegre do Pindaré,"35,15","24,76",11,
MA,Alto Alegre do Pindaré,"34,98","24,3",12,
MA,Alto Parnaíba,"31,46","22,96",1,
MA,Alto Parnaíba,"32,72","22,59",2,
MA,Alto Parnaíba,"33,02","23,09",3,
MA,Alto Parnaíba,"33,06","22,33",4,
MA,Alto Parnaíba,"34,46","20,43",5,
MA,Alto Parnaíba,"35,13","18,3",6,
MA,Alto Parnaíba,"35,93","16,46",7,
MA,Alto Parnaíba,"36,63","20,09",8,
MA,Alto Parnaíba,"37,13","20,46",9,
MA,Alto Parnaíba,"36,76","22,8",10,
MA,Alto Parnaíba,"34,76","23,3",11,
MA,Alto Parnaíba,"34,46","22,96",12,
MA,Amapá do Maranhão,"31,46","24,43",1,
MA,Amapá do Maranhão,"29,67","24,3",2,
MA,Amapá do Maranhão,"28,11","23,35",3,
MA,Amapá do Maranhão,29,"23,31",4,
MA,Amapá do Maranhão,"29,07","24,43",5,
MA,Amapá do Maranhão,"30,19","24,63",6,
MA,Amapá do Maranhão,"31,76","24,46",7,
MA,Amapá do Maranhão,"31,93","24,13",8,
MA,Amapá do Maranhão,"31,96","24,89",9,
MA,Amapá do Maranhão,"31,26","25,63",10,
MA,Amapá do Maranhão,"31,46","25,63",11,
MA,Amapá do Maranhão,"32,67","25,46",12,
MA,Amarante do Maranhão,"33,52","24,06",1,
MA,Amarante do Maranhão,"32,44","23,94",2,
MA,Amarante do Maranhão,"31,41","23,35",3,
MA,Amarante do Maranhão,"30,07","23,56",4,
MA,Amarante do Maranhão,"32,72","24,35",5,
MA,Amarante do Maranhão,"34,39",24,6,
MA,Amarante do Maranhão,"34,83","21,91",7,
MA,Amarante do Maranhão,"36,41","21,69",8,
MA,Amarante do Maranhão,"37,02","23,48",9,
MA,Amarante do Maranhão,"35,44","25,37",10,
MA,Amarante do Maranhão,"34,7","24,81",11,
MA,Amarante do Maranhão,"33,91","24,11",12,
MA,Anajatuba,"32,48","23,98",1,
MA,Anajatuba,"31,69","24,11",2,
MA,Anajatuba,"30,3","24,37",3,
MA,Anajatuba,"30,89","24,26",4,
MA,Anajatuba,"31,8","25,04",5,
MA,Anajatuba,"31,98","24,48",6,
MA,Anajatuba,"32,52","23,48",7,
MA,Anajatuba,"33,8","23,44",8,
MA,Anajatuba,"34,93","24,2",9,
MA,Anajatuba,"33,89","25,44",10,
MA,Anajatuba,"34,3","25,06",11,
MA,Anajatuba,"33,61","24,98",12,
MA,Anapurus,"33,09","24,26",1,
MA,Anapurus,"32,13","23,33",2,
MA,Anapurus,"30,26","23,56",3,
MA,Anapurus,"31,26","23,72",4,
MA,Anapurus,"32,3","24,26",5,
MA,Anapurus,"32,43",24,6,
MA,Anapurus,"33,22","23,06",7,
MA,Anapurus,"34,06","21,89",8,
MA,Anapurus,"35,63","23,3",9,
MA,Anapurus,"36,76","24,56",10,
MA,Anapurus,"37,76","23,96",11,
MA,Anapurus,"36,09","24,26",12,
MA,Araioses,"32,67","25,43",1,
MA,Araioses,"31,67","24,74",2,
MA,Araioses,"30,98","24,5",3,
MA,Araioses,"31,98","24,63",4,
MA,Araioses,"31,56","24,91",5,
MA,Araioses,"32,17","22,76",6,
MA,Araioses,"32,83","21,72",7,
MA,Araioses,"33,41","21,93",8,
MA,Araioses,"32,96","23,3",9,
MA,Araioses,"32,06","24,43",10,
MA,Araioses,"32,57","24,17",11,
MA,Araioses,"32,67","25,19",12,
MA,Arame,"32,33","23,11",1,
MA,Arame,"31,89","23,28",2,
MA,Arame,"30,39","23,22",3,
MA,Arame,"29,06","23,04",4,
MA,Arame,"31,67","23,35",5,
MA,Arame,"33,67","22,26",6,
MA,Arame,"33,8","19,76",7,
MA,Arame,"34,5","20,72",8,
MA,Arame,"34,93","21,96",9,
MA,Arame,"33,3","23,39",10,
MA,Arame,"33,8","24,13",11,
MA,Arame,"32,93","24,02",12,
MA,Arari,"32,93","24,5",1,
MA,Arari,"32,33","24,22",2,
MA,Arari,"30,57","24,41",3,
MA,Arari,"30,65","24,48",4,
MA,Arari,"31,98","25,35",5,
MA,Arari,"32,39","24,81",6,
MA,Arari,"32,8","23,57",7,
MA,Arari,"34,2","23,52",8,
MA,Arari,"35,39","24,24",9,
MA,Arari,"34,72","25,5",10,
MA,Arari,35,"25,24",11,
MA,Arari,"34,2","25,11",12,
MA,Axixá,"30,43","25,2",1,
MA,Axixá,"30,35","24,78",2,
MA,Axixá,"29,91","24,06",3,
MA,Axixá,"29,09","23,96",4,
MA,Axixá,"28,91",24,5,
MA,Axixá,"30,52","24,44",6,
MA,Axixá,"31,37","24,54",7,
MA,Axixá,"32,7","24,78",8,
MA,Axixá,"32,43","25,48",9,
MA,Axixá,"31,24","26,04",10,
MA,Axixá,"31,67","26,09",11,
MA,Axixá,"32,24","26,37",12,
MA,Bacabal,"33,72","24,09",1,
MA,Bacabal,"32,09","23,89",2,
MA,Bacabal,"29,81","23,98",3,
MA,Bacabal,"30,69","24,35",4,
MA,Bacabal,"32,17",25,5,
MA,Bacabal,"33,17","24,09",6,
MA,Bacabal,34,"22,19",7,
MA,Bacabal,"34,67","22,59",8,
MA,Bacabal,"35,93","22,8",9,
MA,Bacabal,"35,76","25,13",10,
MA,Bacabal,"36,76","25,76",11,
MA,Bacabal,"34,83","24,8",12,
MA,Bacabeira,"30,43","25,2",1,
MA,Bacabeira,"30,35","24,8",2,
MA,Bacabeira,"29,91","24,07",3,
MA,Bacabeira,"29,13","23,96",4,
MA,Bacabeira,"28,93",24,5,
MA,Bacabeira,"30,52","24,44",6,
MA,Bacabeira,"31,37","24,52",7,
MA,Bacabeira,"32,7","24,76",8,
MA,Bacabeira,"32,43","25,48",9,
MA,Bacabeira,"31,24","26,04",10,
MA,Bacabeira,"31,67","26,09",11,
MA,Bacabeira,"32,24","26,37",12,
MA,Bacuri,"31,46","24,43",1,
MA,Bacuri,"29,67","24,3",2,
MA,Bacuri,"28,2","23,63",3,
MA,Bacuri,"29,09","23,59",4,
MA,Bacuri,"29,09","24,43",5,
MA,Bacuri,"30,19","24,63",6,
MA,Bacuri,"31,76","24,8",7,
MA,Bacuri,"31,91","24,46",8,
MA,Bacuri,"31,94","24,89",9,
MA,Bacuri,"31,26","25,63",10,
MA,Bacuri,"31,46","25,63",11,
MA,Bacuri,"32,67","25,46",12,
MA,Bacurituba,"30,37","25,22",1,
MA,Bacurituba,"30,33","24,8",2,
MA,Bacurituba,"29,85","24,06",3,
MA,Bacurituba,"29,04","23,93",4,
MA,Bacurituba,"28,83","23,98",5,
MA,Bacurituba,"30,46","24,44",6,
MA,Bacurituba,"31,35","24,52",7,
MA,Bacurituba,"32,7","24,76",8,
MA,Bacurituba,"32,41","25,48",9,
MA,Bacurituba,"31,2","26,04",10,
MA,Bacurituba,"31,65","26,06",11,
MA,Bacurituba,"32,19","26,33",12,
MA,Balsas,"33,46","23,13",1,
MA,Balsas,"32,69","23,43",2,
MA,Balsas,"31,8","23,61",3,
MA,Balsas,"32,46","23,02",4,
MA,Balsas,"33,3","22,69",5,
MA,Balsas,"34,41","21,65",6,
MA,Balsas,"34,57","19,22",7,
MA,Balsas,"35,39","20,94",8,
MA,Balsas,"36,11","22,61",9,
MA,Balsas,"34,91","25,57",10,
MA,Balsas,"33,13","24,19",11,
MA,Balsas,"32,81","23,57",12,
MA,Barão de Grajaú,"33,61","23,5",1,
MA,Barão de Grajaú,"32,24","23,8",2,
MA,Barão de Grajaú,"30,89","24,07",3,
MA,Barão de Grajaú,"32,44","23,5",4,
MA,Barão de Grajaú,"33,94","22,81",5,
MA,Barão de Grajaú,"33,91","21,44",6,
MA,Barão de Grajaú,"35,33","20,76",7,
MA,Barão de Grajaú,"36,5","22,22",8,
MA,Barão de Grajaú,"37,24","24,43",9,
MA,Barão de Grajaú,"37,65","25,07",10,
MA,Barão de Grajaú,"36,41","23,41",11,
MA,Barão de Grajaú,"35,67","24,39",12,
MA,Barra do Corda,"32,98","23,17",1,
MA,Barra do Corda,"32,22","23,28",2,
MA,Barra do Corda,"30,02","23,61",3,
MA,Barra do Corda,"29,69","23,65",4,
MA,Barra do Corda,"31,56","23,57",5,
MA,Barra do Corda,"32,52","22,35",6,
MA,Barra do Corda,"33,43","19,41",7,
MA,Barra do Corda,"34,96","20,07",8,
MA,Barra do Corda,"36,11","21,74",9,
MA,Barra do Corda,"35,7","24,35",10,
MA,Barra do Corda,"35,61","24,04",11,
MA,Barra do Corda,"34,44","24,19",12,
MA,Barreirinhas,"30,52","25,15",1,
MA,Barreirinhas,"30,15","24,81",2,
MA,Barreirinhas,"29,13","24,46",3,
MA,Barreirinhas,"29,61","24,48",4,
MA,Barreirinhas,"29,57","25,31",5,
MA,Barreirinhas,"30,37","24,46",6,
MA,Barreirinhas,"31,43","24,2",7,
MA,Barreirinhas,"32,37","24,24",8,
MA,Barreirinhas,"32,56","24,39",9,
MA,Barreirinhas,"31,33","25,07",10,
MA,Barreirinhas,"31,2","25,24",11,
MA,Barreirinhas,"31,19","25,31",12,
MA,Bela Vista do Maranhão,"33,72","24,09",1,
MA,Bela Vista do Maranhão,"32,19","23,89",2,
MA,Bela Vista do Maranhão,"30,19","23,93",3,
MA,Bela Vista do Maranhão,"31,06","24,3",4,
MA,Bela Vista do Maranhão,"32,22",25,5,
MA,Bela Vista do Maranhão,"33,22","24,09",6,
MA,Bela Vista do Maranhão,34,"22,22",7,
MA,Bela Vista do Maranhão,"34,67","22,63",8,
MA,Bela Vista do Maranhão,"35,93","22,8",9,
MA,Bela Vista do Maranhão,"35,76","25,13",10,
MA,Bela Vista do Maranhão,"36,76","25,76",11,
MA,Bela Vista do Maranhão,"34,83","24,8",12,
MA,Belágua,"33,09","24,26",1,
MA,Belágua,"32,13","23,33",2,
MA,Belágua,31,"23,72",3,
MA,Belágua,32,"23,89",4,
MA,Belágua,"32,3","24,26",5,
MA,Belágua,"32,43",24,6,
MA,Belágua,"33,22","23,33",7,
MA,Belágua,"34,06","22,17",8,
MA,Belágua,"35,63","23,3",9,
MA,Belágua,"36,76","24,56",10,
MA,Belágua,"37,76","23,96",11,
MA,Belágua,"36,09","24,26",12,
MA,Benedito Leite,"31,96","22,72",1,
MA,Benedito Leite,"30,81","22,76",2,
MA,Benedito Leite,"30,09","23,02",3,
MA,Benedito Leite,"31,93","22,85",4,
MA,Benedito Leite,"33,09","22,72",5,
MA,Benedito Leite,"33,39","20,76",6,
MA,Benedito Leite,"33,93","19,61",7,
MA,Benedito Leite,"35,43","20,31",8,
MA,Benedito Leite,"36,13","21,96",9,
MA,Benedito Leite,"35,67","25,13",10,
MA,Benedito Leite,"33,3","23,63",11,
MA,Benedito Leite,"32,13","23,33",12,
MA,Bequimão,"30,31","25,19",1,
MA,Bequimão,"30,3","24,76",2,
MA,Bequimão,"30,06","24,02",3,
MA,Bequimão,"29,22","23,89",4,
MA,Bequimão,"28,76","23,94",5,
MA,Bequimão,"30,41","24,43",6,
MA,Bequimão,"31,3","24,52",7,
MA,Bequimão,"32,67","24,74",8,
MA,Bequimão,"32,39","25,48",9,
MA,Bequimão,"31,17","26,02",10,
MA,Bequimão,"31,61","26,04",11,
MA,Bequimão,"32,15","26,31",12,
MA,Bernardo do Mearim,"33,72","24,09",1,
MA,Bernardo do Mearim,"31,85","23,89",2,
MA,Bernardo do Mearim,"29,59","23,93",3,
MA,Bernardo do Mearim,"30,46","24,3",4,
MA,Bernardo do Mearim,"32,17",25,5,
MA,Bernardo do Mearim,"33,17","24,09",6,
MA,Bernardo do Mearim,34,"21,69",7,
MA,Bernardo do Mearim,"34,67","22,09",8,
MA,Bernardo do Mearim,"35,93","22,8",9,
MA,Bernardo do Mearim,"35,76","25,13",10,
MA,Bernardo do Mearim,"36,76","25,76",11,
MA,Bernardo do Mearim,"34,83","24,8",12,
MA,Boa Vista do Gurupi,"31,2","23,48",1,
MA,Boa Vista do Gurupi,"30,31","23,76",2,
MA,Boa Vista do Gurupi,"28,85","23,81",3,
MA,Boa Vista do Gurupi,"29,57","23,39",4,
MA,Boa Vista do Gurupi,"30,74","24,35",5,
MA,Boa Vista do Gurupi,"31,07","23,57",6,
MA,Boa Vista do Gurupi,"31,37","22,7",7,
MA,Boa Vista do Gurupi,"32,24","22,74",8,
MA,Boa Vista do Gurupi,"33,24","23,61",9,
MA,Boa Vista do Gurupi,"32,81","24,31",10,
MA,Boa Vista do Gurupi,"33,26","24,06",11,
MA,Boa Vista do Gurupi,"32,8","24,39",12,
MA,Bom Jesus Das Selvas,"32,33","23,35",1,
MA,Bom Jesus Das Selvas,"31,67","23,24",2,
MA,Bom Jesus Das Selvas,"30,87","23,39",3,
MA,Bom Jesus Das Selvas,"29,54","23,35",4,
MA,Bom Jesus Das Selvas,"31,67","23,52",5,
MA,Bom Jesus Das Selvas,"33,67","22,91",6,
MA,Bom Jesus Das Selvas,"33,8","20,26",7,
MA,Bom Jesus Das Selvas,"34,5","20,93",8,
MA,Bom Jesus Das Selvas,"34,93","21,96",9,
MA,Bom Jesus Das Selvas,"33,3","23,5",10,
MA,Bom Jesus Das Selvas,"33,8","24,13",11,
MA,Bom Jesus Das Selvas,"33,02","24,17",12,
MA,Bom Lugar,"33,72","24,09",1,
MA,Bom Lugar,"32,22","23,89",2,
MA,Bom Lugar,"30,02","23,96",3,
MA,Bom Lugar,"30,89","24,33",4,
MA,Bom Lugar,"32,22",25,5,
MA,Bom Lugar,"33,22","24,09",6,
MA,Bom Lugar,34,"22,09",7,
MA,Bom Lugar,"34,67","22,5",8,
MA,Bom Lugar,"35,93","22,8",9,
MA,Bom Lugar,"35,76","25,13",10,
MA,Bom Lugar,"36,76","25,76",11,
MA,Bom Lugar,"34,83","24,8",12,
MA,Brejo,"33,09","24,26",1,
MA,Brejo,"32,13","23,33",2,
MA,Brejo,"30,19","23,72",3,
MA,Brejo,"31,19","23,89",4,
MA,Brejo,"32,3","24,26",5,
MA,Brejo,"32,43",24,6,
MA,Brejo,"33,22","23,39",7,
MA,Brejo,"34,15","22,22",8,
MA,Brejo,"35,63","23,3",9,
MA,Brejo,"36,76","24,56",10,
MA,Brejo,"37,76","23,96",11,
MA,Brejo,"36,09","24,26",12,
MA,Brejo de Areia,"33,37","23,5",1,
MA,Brejo de Areia,"32,15","23,59",2,
MA,Brejo de Areia,"30,41","23,69",3,
MA,Brejo de Areia,"29,83","23,52",4,
MA,Brejo de Areia,"31,33","24,06",5,
MA,Brejo de Areia,"32,65","23,44",6,
MA,Brejo de Areia,"33,26","21,46",7,
MA,Brejo de Areia,"34,72","21,44",8,
MA,Brejo de Areia,"35,74","22,69",9,
MA,Brejo de Areia,"35,09","24,39",10,
MA,Brejo de Areia,"35,35","24,78",11,
MA,Brejo de Areia,"34,52","24,07",12,
MA,Buriti,"33,09","24,26",1,
MA,Buriti,"32,13","23,33",2,
MA,Buriti,"30,17","23,65",3,
MA,Buriti,"31,17","23,81",4,
MA,Buriti,"32,3","24,26",5,
MA,Buriti,"32,43",24,6,
MA,Buriti,"33,22","23,33",7,
MA,Buriti,"34,06","22,17",8,
MA,Buriti,"35,63","23,3",9,
MA,Buriti,"36,76","24,56",10,
MA,Buriti,"37,76","23,96",11,
MA,Buriti,"36,09","24,26",12,
MA,Buriti Bravo,"33,17","22,83",1,
MA,Buriti Bravo,"32,98","22,8",2,
MA,Buriti Bravo,"31,09","23,09",3,
MA,Buriti Bravo,"30,43","23,22",4,
MA,Buriti Bravo,"32,06","22,26",5,
MA,Buriti Bravo,"33,02","20,83",6,
MA,Buriti Bravo,"33,63","19,13",7,
MA,Buriti Bravo,"35,3","19,17",8,
MA,Buriti Bravo,"36,43","21,13",9,
MA,Buriti Bravo,"36,72","24,39",10,
MA,Buriti Bravo,"36,76","24,13",11,
MA,Buriti Bravo,"34,85","23,59",12,
MA,Buriticupu,"32,33","23,26",1,
MA,Buriticupu,"31,67","23,28",2,
MA,Buriticupu,"30,96","23,41",3,
MA,Buriticupu,"29,63","23,35",4,
MA,Buriticupu,"31,67","23,63",5,
MA,Buriticupu,"33,67","23,02",6,
MA,Buriticupu,"33,8","20,31",7,
MA,Buriticupu,"34,5","20,98",8,
MA,Buriticupu,"34,93","21,96",9,
MA,Buriticupu,"33,3","23,43",10,
MA,Buriticupu,"33,8","24,13",11,
MA,Buriticupu,"33,3","24,06",12,
MA,Buritirana,"33,46","24,13",1,
MA,Buritirana,"32,61","23,81",2,
MA,Buritirana,"31,65","23,35",3,
MA,Buritirana,"30,31","23,67",4,
MA,Buritirana,33,"24,76",5,
MA,Buritirana,"35,33","24,07",6,
MA,Buritirana,36,"21,72",7,
MA,Buritirana,37,"21,43",8,
MA,Buritirana,"37,67","23,33",9,
MA,Buritirana,"35,61","25,09",10,
MA,Buritirana,"34,87","24,87",11,
MA,Buritirana,"34,3","23,89",12,
MA,Cachoeira Grande,"30,41","25,22",1,
MA,Cachoeira Grande,"30,35","24,8",2,
MA,Cachoeira Grande,"29,89","24,06",3,
MA,Cachoeira Grande,"29,09","23,96",4,
MA,Cachoeira Grande,"28,89",24,5,
MA,Cachoeira Grande,"30,5","24,44",6,
MA,Cachoeira Grande,"31,37","24,54",7,
MA,Cachoeira Grande,"32,7","24,78",8,
MA,Cachoeira Grande,"32,43","25,48",9,
MA,Cachoeira Grande,"31,24","26,04",10,
MA,Cachoeira Grande,"31,67","26,09",11,
MA,Cachoeira Grande,"32,22","26,37",12,
MA,Cajapió,"30,39","25,22",1,
MA,Cajapió,"30,35","24,8",2,
MA,Cajapió,"29,87","24,06",3,
MA,Cajapió,"29,06","23,94",4,
MA,Cajapió,"28,85","23,98",5,
MA,Cajapió,"30,5","24,44",6,
MA,Cajapió,"31,35","24,5",7,
MA,Cajapió,"32,7","24,76",8,
MA,Cajapió,"32,41","25,48",9,
MA,Cajapió,"31,2","26,04",10,
MA,Cajapió,"31,65","26,06",11,
MA,Cajapió,"32,2","26,33",12,
MA,Cajari,"32,2","24,89",1,
MA,Cajari,"31,41","24,54",2,
MA,Cajari,"29,76","24,78",3,
MA,Cajari,"30,19","24,52",4,
MA,Cajari,"31,61","25,52",5,
MA,Cajari,"32,04","25,11",6,
MA,Cajari,"32,24","24,06",7,
MA,Cajari,"33,78","24,06",8,
MA,Cajari,"34,91","24,56",9,
MA,Cajari,"33,81","25,35",10,
MA,Cajari,"34,24","25,3",11,
MA,Cajari,"33,61","25,19",12,
MA,Campestre do Maranhão,"33,46","24,13",1,
MA,Campestre do Maranhão,"32,61","23,96",2,
MA,Campestre do Maranhão,"31,65","23,8",3,
MA,Campestre do Maranhão,"30,31","23,57",4,
MA,Campestre do Maranhão,33,"24,8",5,
MA,Campestre do Maranhão,"35,33","24,31",6,
MA,Campestre do Maranhão,36,"22,13",7,
MA,Campestre do Maranhão,37,"21,67",8,
MA,Campestre do Maranhão,"37,67","23,76",9,
MA,Campestre do Maranhão,"35,61","25,44",10,
MA,Campestre do Maranhão,"34,87","24,87",11,
MA,Campestre do Maranhão,"34,3","23,89",12,
MA,Cândido Mendes,"31,46","24,43",1,
MA,Cândido Mendes,"29,67","24,3",2,
MA,Cândido Mendes,"27,83","23,46",3,
MA,Cândido Mendes,"28,72","23,43",4,
MA,Cândido Mendes,"29,07","24,43",5,
MA,Cândido Mendes,"30,17","24,63",6,
MA,Cândido Mendes,"31,76","24,76",7,
MA,Cândido Mendes,"31,93","24,43",8,
MA,Cândido Mendes,"31,96","24,89",9,
MA,Cândido Mendes,"31,26","25,63",10,
MA,Cândido Mendes,"31,46","25,63",11,
MA,Cândido Mendes,"32,67","25,46",12,
MA,Cantanhede,"32,43","24,2",1,
MA,Cantanhede,"32,02","24,11",2,
MA,Cantanhede,"30,56","24,26",3,
MA,Cantanhede,"30,61","24,22",4,
MA,Cantanhede,"31,65","24,76",5,
MA,Cantanhede,"31,96","23,98",6,
MA,Cantanhede,"32,48","22,5",7,
MA,Cantanhede,"33,39","22,17",8,
MA,Cantanhede,"34,59","23,37",9,
MA,Cantanhede,"34,85","25,26",10,
MA,Cantanhede,"35,19","24,89",11,
MA,Cantanhede,"34,81","24,72",12,
MA,Capinzal do Norte,"33,72","24,09",1,
MA,Capinzal do Norte,"31,61","23,89",2,
MA,Capinzal do Norte,"29,52","23,98",3,
MA,Capinzal do Norte,"30,39","24,28",4,
MA,Capinzal do Norte,"32,17","24,93",5,
MA,Capinzal do Norte,"33,17","24,09",6,
MA,Capinzal do Norte,34,"21,69",7,
MA,Capinzal do Norte,"34,67","22,09",8,
MA,Capinzal do Norte,"35,93","22,8",9,
MA,Capinzal do Norte,"35,76","25,13",10,
MA,Capinzal do Norte,"36,76","25,76",11,
MA,Capinzal do Norte,"34,83","24,8",12,
MA,Carolina,"31,94","23,67",1,
MA,Carolina,"32,02","23,57",2,
MA,Carolina,"30,89","23,57",3,
MA,Carolina,"30,91","23,5",4,
MA,Carolina,"33,35","23,48",5,
MA,Carolina,"34,04","22,56",6,
MA,Carolina,"34,78","19,76",7,
MA,Carolina,"36,65","21,3",8,
MA,Carolina,"36,74","21,91",9,
MA,Carolina,"34,35","25,39",10,
MA,Carolina,"32,43","24,5",11,
MA,Carolina,"30,96","23,8",12,
MA,Carutapera,"29,91","24,69",1,
MA,Carutapera,"29,31","24,61",2,
MA,Carutapera,"28,11","24,41",3,
MA,Carutapera,"29,22","24,31",4,
MA,Carutapera,"29,69","25,22",5,
MA,Carutapera,"30,11","25,06",6,
MA,Carutapera,"30,3","25,22",7,
MA,Carutapera,"30,61",25,8,
MA,Carutapera,"31,11","25,15",9,
MA,Carutapera,"31,06","25,57",10,
MA,Carutapera,"31,24","25,5",11,
MA,Carutapera,"30,98","25,61",12,
MA,Caxias,"33,56","23,48",1,
MA,Caxias,"32,41","23,11",2,
MA,Caxias,"30,28","23,65",3,
MA,Caxias,"30,78","22,33",4,
MA,Caxias,"32,72","23,56",5,
MA,Caxias,"32,93","22,81",6,
MA,Caxias,"33,46","19,69",7,
MA,Caxias,"34,39","19,02",8,
MA,Caxias,"35,3","20,65",9,
MA,Caxias,"36,17","23,15",10,
MA,Caxias,"37,3","22,46",11,
MA,Caxias,"35,81","22,81",12,
MA,Central do Maranhão,"30,3","25,19",1,
MA,Central do Maranhão,"30,3","24,76",2,
MA,Central do Maranhão,"30,09","24,02",3,
MA,Central do Maranhão,"29,28","23,89",4,
MA,Central do Maranhão,"28,72","23,94",5,
MA,Central do Maranhão,"30,39","24,43",6,
MA,Central do Maranhão,"31,3","24,52",7,
MA,Central do Maranhão,"32,69","24,74",8,
MA,Central do Maranhão,"32,39","25,44",9,
